0.000000000000000000e+00 5.261975957771444952e-03 -1.153053845585450161e-02 -3.131094580488129331e-02 -1.178531246447182997e-03 -2.384832398980047188e-02 2.098654954318632075e-03 -2.119170297634335662e-03 1.470306165981266492e-03 1.357782245815461171e-03
1.000000000000000056e-01 -1.122888057695501096e-01 -3.098767782244873925e-02 -3.467575324191525532e-02 -2.817685435219549096e-03 -9.030334525663248277e-03 -1.666402645657151516e-02 -8.362947812546756357e-03 -7.178193530487231647e-03 -1.102643621078619983e-02
2.000000000000000111e-01 9.310513221414996876e-04 -1.499103171330150308e-02 -4.693182512621245361e-02 -1.067820951571831802e-02 -9.279860291665154720e-03 -2.906922786323350161e-02 -1.658321441220982767e-02 -1.559222173758736257e-02 -1.516635017566075536e-02
3.000000000000000444e-01 -3.356808191447948481e-02 1.214714822030418112e-02 -1.306385998890995624e-02 -1.253724984185407461e-02 -1.689101279506646444e-02 -1.698749213808825598e-02 -2.611750161909645943e-02 -1.845701972379596573e-02 -2.047274489510984841e-02
4.000000000000000222e-01 -2.843035733291945921e-02 -7.740841239653079020e-02 -1.059623398549368323e-02 -6.108352158261842746e-02 -3.838278810861310564e-02 -2.429619741725490972e-02 -1.945900080023343567e-02 -2.149871248256338130e-02 -2.179578385126356571e-02
5.000000000000000000e-01 2.191437478353704116e-02 -7.135751074811741423e-02 -2.450836154978016518e-02 -2.756248745845908676e-02 -2.060504074903384344e-02 -1.862700790431582112e-02 -1.648662228482156850e-02 -2.163352592068862323e-02 -2.043020484867885331e-02
6.000000000000000888e-01 -4.244159301437372411e-02 1.670447652730474436e-02 -5.255269064652785815e-02 -3.282338671918456907e-02 -1.782508749005086435e-02 -1.505196302147197851e-02 -1.834509130097358373e-02 -1.850700254602542782e-02 -1.564283643354830514e-02
7.000000000000000666e-01 -1.131623282670824460e-01 -3.066723093839097622e-02 2.208140375492084403e-03 1.432505379236207257e-02 -7.876105535944859237e-03 -1.836524497068994441e-02 -8.669167232881528490e-03 -1.451383330565355137e-02 -1.170983378906737329e-02
8.000000000000000444e-01 1.413302532453693527e-01 4.695157312352012807e-02 2.392301376524224449e-02 -1.833730823789371522e-02 -1.640481332272617464e-03 9.562959005357044018e-04 -3.008204478737038293e-03 -4.947170390574748625e-03 -4.345706714860717024e-03
9.000000000000000222e-01 -3.835348672890681251e-03 3.308757530858806844e-03 4.393707152879579997e-02 8.363657807583326637e-03 1.517988549700752081e-02 1.541763062449971224e-02 1.035621754941734411e-02 5.095476453463951977e-03 5.897431463333374126e-03
1.000000000000000000e+00 3.330241785665775944e-02 9.464780201295730500e-02 -1.952007869617782693e-02 1.427326363788922192e-03 1.657882113986728495e-02 1.542395111827619611e-02 1.341078075464011143e-02 1.638846243388897284e-02 1.722834678669220992e-02
1.100000000000000089e+00 -1.175587387481048934e-01 1.152806417499794150e-01 4.125904971830311047e-02 1.969468209646096230e-02 3.666703767679112269e-02 3.043306347713208015e-02 2.477223637652449170e-02 2.611706916797752048e-02 2.822917619590782981e-02
1.200000000000000178e+00 1.891718017684874964e-02 5.629140185833282628e-02 3.097920029904075584e-02 2.805036245572408576e-02 3.997316450925519904e-02 3.786925665592247303e-02 4.101523252668255737e-02 4.079582730804258428e-02 4.049140611074672491e-02
1.300000000000000044e+00 5.003364703263073199e-02 5.380762494454160300e-02 7.928322099113137289e-02 6.349190798823346749e-02 4.858927303455400082e-02 5.010782151643025650e-02 5.348394641362372304e-02 5.501389072638266514e-02 5.429264782332578892e-02
1.400000000000000133e+00 -5.732554157100475112e-02 3.148339143380945310e-02 8.772147614888986533e-02 9.061170846750497831e-02 7.431953124914560116e-02 7.092160759754082000e-02 7.802834580919179586e-02 7.339978767570827511e-02 7.063646178091609329e-02
1.500000000000000000e+00 8.420559911325266322e-02 8.280274366390517893e-02 6.918270655406598413e-02 7.813919946642192138e-02 8.911246119896323870e-02 8.285272317962791289e-02 8.724725402369966354e-02 8.477135835037075129e-02 8.595628153792210513e-02
1.600000000000000089e+00 1.011477575986209354e-01 1.784482604519710414e-01 1.101355091042219708e-01 1.118934910065714494e-01 9.085859010808391978e-02 1.004783185313655736e-01 1.010279022155161494e-01 1.029702311723915964e-01 1.015088160487989388e-01
1.700000000000000178e+00 1.836181716510800199e-01 2.209583857049531030e-02 1.650583019565897147e-01 1.209110946460675295e-01 1.106886076656651008e-01 1.137772000592669336e-01 1.222484269342159618e-01 1.172370077978959618e-01 1.189006853394395657e-01
1.800000000000000044e+00 1.130794144805992996e-01 5.771073824588540679e-02 1.181969359584153501e-01 1.417716604327002305e-01 1.338542069507843990e-01 1.290259413212015704e-01 1.390096281180365489e-01 1.361303159807378260e-01 1.328285433838980456e-01
1.900000000000000133e+00 2.329320385319796349e-01 2.202467650787623132e-01 1.309576572593953714e-01 1.540797390078850471e-01 1.483084215239793280e-01 1.446763735420012742e-01 1.461951725511783096e-01 1.503507608368997717e-01 1.474508595135442524e-01
2.000000000000000000e+00 2.382847724784609156e-01 2.399569372398551725e-01 1.777079471888809437e-01 1.559095367480106686e-01 1.777627641044168261e-01 1.561072216602336638e-01 1.618990691999030174e-01 1.595971406262338410e-01 1.594589330487682644e-01
2.100000000000000089e+00 1.052917963458750855e-01 1.994340936032471534e-01 1.669525085942388798e-01 1.645585970767700912e-01 1.665115995848727160e-01 1.700647366206262667e-01 1.781630156651869412e-01 1.698909853045986185e-01 1.734404076911733594e-01
2.200000000000000178e+00 1.477907127724477909e-01 8.859049082424666488e-02 1.931758841731491538e-01 1.962955811380270588e-01 1.777116292569718703e-01 1.931471745341888091e-01 1.821917605730848377e-01 1.848818396429611488e-01 1.836920397493488899e-01
2.300000000000000266e+00 1.726525870819199393e-01 1.975385006655346609e-01 2.109609744258141850e-01 2.199874161960141405e-01 1.903112495335420040e-01 1.939011114616432940e-01 1.896368295920092817e-01 1.954361023671226105e-01 1.932170765737299956e-01
2.400000000000000355e+00 2.511126035788958655e-01 1.887212773626829598e-01 1.656042762614715891e-01 2.075969151833319815e-01 1.996659601752511226e-01 2.064012964908476244e-01 2.043445890865261683e-01 2.001896362386853534e-01 2.005543213812152337e-01
2.500000000000000000e+00 2.898586533252197062e-01 2.408938867834436448e-01 2.438359880735080920e-01 1.972416118333527590e-01 2.016968038604550206e-01 1.973979387718389489e-01 2.091484630660599420e-01 2.040423494488067258e-01 2.053750418622652119e-01
2.600000000000000089e+00 1.398436096827843367e-01 1.598524732626900868e-01 1.993029934884349430e-01 1.918875290455136773e-01 2.027896001261128289e-01 2.158746447399671198e-01 2.061411931325736746e-01 2.133244039491842270e-01 2.102285836715498957e-01
2.700000000000000178e+00 1.888342212994175706e-01 2.202856860719257237e-01 2.141508339236848635e-01 2.080830312293874274e-01 2.216322097079041209e-01 2.111907508934132982e-01 2.116210418763517231e-01 2.099575180551124243e-01 2.090720303720570439e-01
2.800000000000000266e+00 3.745526720740375293e-01 2.973827598623827728e-01 2.090050231826746929e-01 2.234595698054175905e-01 2.173054190430172283e-01 2.189408668454449480e-01 2.095177011848267934e-01 2.066464916193669898e-01 2.073392789249364210e-01
2.900000000000000355e+00 2.646966957498198547e-01 1.499256336714860915e-01 1.855543165262096839e-01 1.937239828263773167e-01 2.270468417432279784e-01 1.986171238503908199e-01 2.039819224053925073e-01 2.030186980321646850e-01 2.029849502532137251e-01
3.000000000000000000e+00 6.901917264063056612e-03 2.703935140571475104e-01 2.119305240210475061e-01 1.994044005373910022e-01 2.060208414169747704e-01 1.970731120836025918e-01 1.921580726865844135e-01 1.959791278292596639e-01 1.942422501591997697e-01
3.100000000000000089e+00 1.738066496668045358e-01 8.595286887612169080e-02 2.061739019030410514e-01 1.937164990786362506e-01 1.970930449857090372e-01 1.790345699384717770e-01 1.881534955725078229e-01 1.837337548259467823e-01 1.844333446355511941e-01
3.200000000000000178e+00 3.715607725209454371e-01 1.485738551788600426e-01 1.908720589641002552e-01 1.441159517406671586e-01 1.762023301559988986e-01 1.760230942358482764e-01 1.723268783823061201e-01 1.707937715208280860e-01 1.713658756333208133e-01
3.300000000000000266e+00 4.996413571675414889e-02 1.218635271180151386e-01 2.045301978873957649e-01 1.492813823521313144e-01 1.508571040607431246e-01 1.563602662059986326e-01 1.534386222533002109e-01 1.531393712448461952e-01 1.559684438907985859e-01
3.400000000000000355e+00 1.268974870231601715e-01 2.145558803537367110e-01 7.747031034671533756e-02 1.332159183430738081e-01 1.312482103355670227e-01 1.304742832632765637e-01 1.413939719704620512e-01 1.378291448920053730e-01 1.374002182872268996e-01
3.500000000000000000e+00 1.691915187206045612e-01 1.106346321827648554e-01 1.190497723119908341e-01 1.084006206754073720e-01 1.085836285053149164e-01 1.090502700400951264e-01 1.151938935787634455e-01 1.154900440579980092e-01 1.152024209006485417e-01
3.600000000000000089e+00 1.187098604629717169e-01 1.074274265616903534e-01 1.255251652334744561e-01 8.681338634946603183e-02 8.231723615052136123e-02 8.894490954351173817e-02 9.020349881408576409e-02 8.713821549958383761e-02 8.869042316964548256e-02
3.700000000000000178e+00 8.283684779586575342e-03 7.972931326313377476e-02 3.402127881702593504e-02 6.974008018174225609e-02 6.765370046478935695e-02 6.237589949284718521e-02 6.197101869166913440e-02 5.994929223623068210e-02 6.069044418949934294e-02
3.800000000000000266e+00 -5.721680403857719310e-02 1.766409631024209309e-02 9.672425493686601095e-02 9.158038543234076068e-03 2.140287079719823543e-02 3.274932539272703419e-02 2.800538781953834655e-02 3.329384232809487476e-02 3.137457423892508340e-02
3.900000000000000355e+00 1.714131070892824932e-02 -9.798188644407090919e-02 -4.450770453321418324e-02 -1.969864181669899253e-02 -8.608514975464898362e-04 3.703798975985350163e-03 2.051128226243382688e-03 -1.871028847617295637e-03 -3.220927020307706203e-03
4.000000000000000000e+00 -9.494384990722590234e-02 -9.880297390481455888e-02 -2.248825217084934186e-02 -2.372764622088583894e-02 -3.591656246729305751e-02 -4.275525340929343943e-02 -4.193793850898417525e-02 -3.676681859800461777e-02 -3.699460049479129375e-02
4.100000000000000533e+00 -6.862986164423007240e-02 -1.464006395275178063e-01 -8.029008202115417436e-02 -8.976152893823492740e-02 -7.216797244231533404e-02 -7.697844411804949383e-02 -8.083446975695894599e-02 -7.464311753054038434e-02 -7.575470810648191056e-02
4.200000000000000178e+00 -2.194267500395015447e-01 -9.056567629434431055e-02 -1.524695592099286345e-01 -1.198443411237517381e-01 -1.128260308523902078e-01 -1.047584908856045022e-01 -1.167084623208631960e-01 -1.149504838963005954e-01 -1.145741617111230015e-01
4.299999999999999822e+00 1.072956788758985813e-01 -5.154351810884183482e-02 -2.236911297254410291e-01 -1.440030608617357544e-01 -1.474603146766089445e-01 -1.525916744321555441e-01 -1.574349840740844331e-01 -1.583168785364653941e-01 -1.560972074586974845e-01
4.400000000000000355e+00 -9.960554764091567037e-02 -2.085227353833396247e-01 -1.389930051736307515e-01 -1.890133973793828859e-01 -1.927719772600810511e-01 -2.114820321606714626e-01 -1.989192803838270296e-01 -1.987616161071120435e-01 -2.001409632133257788e-01
4.500000000000000000e+00 -1.717456692824718689e-01 -2.646551704545015427e-01 -2.181690335029391747e-01 -2.343334688553398992e-01 -2.368883509255474140e-01 -2.491527563318547411e-01 -2.410157641031212272e-01 -2.444973827033836700e-01 -2.419996592889914477e-01
4.600000000000000533e+00 -1.624066919711946444e-01 -2.882857836619618919e-01 -2.735732480254429722e-01 -3.146729875297276102e-01 -2.948571627561902830e-01 -2.908648527029259467e-01 -2.873504204085388647e-01 -2.903831679134845078e-01 -2.907909864592609916e-01
4.700000000000000178e+00 -5.184269169187303294e-01 -3.615594209471166831e-01 -3.573776115301803835e-01 -3.163401758349867476e-01 -3.192281483139916554e-01 -3.436209573667264872e-01 -3.352021853478580615e-01 -3.333821373733649174e-01 -3.357755183857991099e-01
4.800000000000000711e+00 -4.458873097601928071e-01 -4.192202090833845318e-01 -3.655407963633289237e-01 -3.647211073340247967e-01 -3.860856875083166218e-01 -3.834834655770701928e-01 -3.833029592828037790e-01 -3.852222258945435240e-01 -3.823906282275548185e-01
4.900000000000000355e+00 -5.264697420074413436e-01 -4.177169301974924531e-01 -4.409540407143332508e-01 -4.350536788285814249e-01 -4.393416030644241577e-01 -4.250893881600477098e-01 -4.263169352001149326e-01 -4.299790411547780300e-01 -4.274320882116104947e-01
5.000000000000000000e+00 -5.689408867149644555e-01 -4.980275241874940750e-01 -4.819567504472357378e-01 -4.428877181390851736e-01 -4.606043115097995244e-01 -4.687027673530115290e-01 -4.762363407779848234e-01 -4.785415919790140249e-01 -4.759415431762001880e-01
5.100000000000000533e+00 -6.849925016909377273e-01 -5.637424626423475083e-01 -5.551889067214412776e-01 -5.275457894233535061e-01 -5.113713398372294883e-01 -5.159361269089988156e-01 -5.233737133529157148e-01 -5.244858649425866437e-01 -5.216096268436122285e-01
5.200000000000000178e+00 -5.779931864433281996e-01 -5.801349307524940047e-01 -5.960071175144626698e-01 -5.487629596648747610e-01 -5.744449491427600085e-01 -5.726477925686833670e-01 -5.727122969614772963e-01 -5.692754996794714417e-01 -5.693140803485320367e-01
5.300000000000000711e+00 -7.210643386330028992e-01 -5.601148533302306998e-01 -6.289613058720481265e-01 -5.629640775197674030e-01 -6.075937204319316054e-01 -6.136779541907068092e-01 -6.145738700833368595e-01 -6.171348716749635033e-01 -6.133155661794066349e-01
5.400000000000000355e+00 -5.098591385262625231e-01 -6.117374363955365713e-01 -6.215317012639238747e-01 -6.671774406106294464e-01 -6.684073454941817927e-01 -6.563453132960034297e-01 -6.578633435572057708e-01 -6.596186324600693540e-01 -6.573356168131925248e-01
